index,Customer_ID,Name,Gender,Age,Salary,Join_Date,City,Email,Score
80,CUST1990,John,44,44.0,45543.0,2022-01-13 00:00:00,Chennai,invalid_email.com,89.48
82,CUST1125,Rahul,male,23.0,58430.0,2022-04-22 00:00:00,Hyd,user125@gmail.com,50.635
83,CUST1890,Sara,male,44.0,33725.0,2021-05-12 00:00:00,Mumbai,invalid_email.com,50.635
85,CUST1078,Rahul,male,43.0,71671.0,2021-05-25 12:00:00,Chennai,user78@gmail.com,60.96
86,CUST1636,Neha,male,10.0,33725.0,2020-05-06 00:00:00,Hyd,user636@gmail.com,50.635
87,CUST1987,Priya,female,44.0,33725.0,2020-05-06 00:00:00,Delhi,none,68.04
88,CUST1114,John,male,10.0,33725.0,2021-05-25 12:00:00,,user114@gmail.com,50.635
89,CUST1572,John,male,44.0,74428.0,2021-09-09 00:00:00,Kolkata,invalid_email.com,49.46
91,CUST1700,sara123,male,53.0,5000.0,2021-05-12 00:00:00,Hyd,user700@gmail.com,50.635
92,CUST1456,priya123,44,44.0,33725.0,2021-05-12 00:00:00,,none,50.635
93,CUST1074,Rahul,female,19.0,33725.0,2021-05-12 00:00:00,Kolkata,invalid_email.com,50.635
94,CUST1785,Sara,44,10.0,43867.0,2022-01-13 00:00:00,Chennai,invalid_email.com,50.635
95,CUST1748,John,44,44.0,5000.0,2021-05-25 12:00:00,Delhi,invalid_email.com,50.635
96,CUST1897,Aman,male,44.0,82944.0,2021-05-25 12:00:00,Bangalore,none,96.92
97,CUST1342,Aman,female,50.0,33725.0,2022-01-13 00:00:00,Chennai,none,55.87
98,CUST1524,Aman,male,44.0,33725.0,2022-01-13 00:00:00,Delhi,user524@gmail.com,50.635
99,CUST1280,John,male,44.0,33725.0,2021-05-12 00:00:00,Hyd,user280@gmail.com,35.08
100,CUST1980,John,male,40.0,63610.0,2022-06-06 00:00:00,,user980@gmail.com,88.02
101,CUST1843,Priya,female,44.0,5000.0,2020-09-12 00:00:00,Hyd,user843@gmail.com,50.635
102,CUST1541,Aman,male,36.0,60644.0,2020-12-12 00:00:00,Mumbai,user541@gmail.com,50.635
103,CUST1039,Priya,female,10.0,33725.0,2020-12-12 00:00:00,Chennai,user39@gmail.com,72.7
104,CUST1467,Priya,female,65.0,60870.0,2021-05-12 00:00:00,Mumbai,invalid_email.com,50.635
105,CUST1690,Ali,male,44.0,33725.0,2020-07-12 00:00:00,Mumbai,none,46.96
106,CUST1327,Ali,female,44.0,73415.0,2022-01-13 00:00:00,,user327@gmail.com,50.635
107,CUST1965,aman123,male,38.0,5000.0,2021-05-12 00:00:00,Delhi,invalid_email.com,50.635
108,CUST1372,Sneha,male,44.0,33725.0,2021-05-12 00:00:00,Kolkata,user372@gmail.com,7.47
109,CUST1540,Sneha,male,64.0,33725.0,2022-07-08 00:00:00,Kolkata,user540@gmail.com,50.635
110,CUST1096,Aman,female,44.0,33725.0,2022-07-08 00:00:00,Hyd,user96@gmail.com,50.635
111,CUST1160,Neha,female,30.0,61274.0,2022-08-02 00:00:00,,none,50.635
112,CUST1594,John,male,25.0,63374.0,2022-01-13 00:00:00,Kolkata,user594@gmail.com,50.635
113,CUST1326,Priya,male,53.0,33725.0,2021-07-07 00:00:00,Chennai,none,46.06
114,CUST1503,John,female,10.0,33725.0,2022-01-13 00:00:00,Delhi,user503@gmail.com,50.635
115,CUST1568,Sneha,44,44.0,33725.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,50.635
116,CUST1551,neha123,female,30.0,5000.0,2021-05-12 00:00:00,Hyd,invalid_email.com,50.635
117,CUST1789,Sneha,female,44.0,33725.0,2021-05-12 00:00:00,Bangalore,user789@gmail.com,50.635
118,CUST1906,Sneha,female,66.0,33725.0,2022-04-23 00:00:00,Mumbai,user906@gmail.com,50.635
119,CUST1013,John,female,10.0,44961.0,2022-04-23 00:00:00,,user13@gmail.com,7.48
120,CUST1012,Priya,female,44.0,33725.0,2021-11-10 00:00:00,Delhi,user12@gmail.com,50.635
121,CUST1856,Rahul,44,19.0,32788.0,2021-05-25 12:00:00,Kolkata,user856@gmail.com,50.635
122,CUST1444,Sara,female,10.0,68235.0,2021-05-25 12:00:00,Hyd,none,50.635
123,CUST1985,Sneha,44,10.0,5000.0,2021-05-12 00:00:00,Delhi,invalid_email.com,50.635
124,CUST1162,Aman,female,10.0,33725.0,2021-05-12 00:00:00,,user162@gmail.com,1.39
126,CUST1383,Sneha,female,47.0,33725.0,2021-05-25 12:00:00,Mumbai,invalid_email.com,50.635
127,CUST1517,Priya,44,10.0,98630.0,2021-05-25 12:00:00,Mumbai,user517@gmail.com,50.635
128,CUST1609,Aman,44,44.0,33725.0,2022-01-13 00:00:00,Kolkata,none,50.635
129,CUST1103,Neha,male,10.0,67932.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,64.97
130,CUST1195,Neha,male,48.0,31456.0,2021-12-25 00:00:00,Chennai,none,50.635
131,CUST1804,Priya,male,10.0,36627.0,2021-05-25 12:00:00,Kolkata,user804@gmail.com,50.635
132,CUST1110,priya123,male,44.0,33725.0,2021-07-25 00:00:00,Hyd,user110@gmail.com,50.635
133,CUST1759,Sneha,male,44.0,34162.0,2022-01-13 00:00:00,Kolkata,user759@gmail.com,50.635
134,CUST1120,Aman,male,38.0,96642.0,2021-05-12 00:00:00,Mumbai,user120@gmail.com,50.635
135,CUST1225,Sara,female,43.0,33725.0,2022-01-13 00:00:00,Delhi,user225@gmail.com,50.635
136,CUST1408,Sara,male,10.0,5000.0,2021-05-25 12:00:00,Kolkata,user408@gmail.com,50.635
137,CUST1991,Ali,female,27.0,33725.0,2022-01-13 00:00:00,Kolkata,none,50.635
138,CUST1574,Ali,male,44.0,5000.0,2022-01-13 00:00:00,Hyd,user574@gmail.com,50.635
139,CUST1459,John,male,40.0,54170.0,2021-07-21 00:00:00,Chennai,user459@gmail.com,83.77
140,CUST1147,Priya,female,10.0,5000.0,2021-05-12 00:00:00,Hyd,none,50.635
141,CUST1010,Sneha,male,57.0,33725.0,2022-01-13 00:00:00,Kolkata,user10@gmail.com,50.635
142,CUST1910,Sneha,male,44.0,33725.0,2020-03-09 00:00:00,Chennai,none,50.635
143,CUST1145,John,female,57.0,70260.0,2020-03-09 00:00:00,,user145@gmail.com,50.635
144,CUST1287,John,44,44.0,33725.0,2022-06-21 00:00:00,Mumbai,user287@gmail.com,50.635
145,CUST1948,Rahul,male,24.0,5000.0,2021-05-12 00:00:00,Chennai,user948@gmail.com,50.635
146,CUST1155,Sneha,male,44.0,33725.0,2021-05-12 00:00:00,Bangalore,user155@gmail.com,50.635
147,CUST1923,Ali,female,44.0,81373.0,2022-01-13 00:00:00,,none,54.97
148,CUST1285,Neha,44,10.0,51321.0,2021-05-12 00:00:00,Delhi,user285@gmail.com,50.635
150,CUST1777,John,44,27.0,5000.0,2022-01-13 00:00:00,Kolkata,user777@gmail.com,50.635
151,CUST1602,aman123,female,44.0,24444.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,50.635
152,CUST1673,Ali,44,44.0,33725.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,50.635
153,CUST1766,Sneha,female,44.0,53261.0,2021-05-12 00:00:00,Mumbai,user766@gmail.com,50.635
154,CUST1123,Ali,44,10.0,84013.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,50.635
155,CUST1950,Sneha,44,44.0,5000.0,2022-01-13 00:00:00,Delhi,invalid_email.com,50.635
156,CUST1892,Priya,male,43.0,33725.0,2021-03-03 00:00:00,Chennai,user892@gmail.com,50.635
157,CUST1975,rahul123,male,44.0,20239.0,2022-01-13 00:00:00,Delhi,invalid_email.com,35.1
158,CUST1654,Sara,male,21.0,33725.0,2022-01-13 00:00:00,Kolkata,user654@gmail.com,64.68
159,CUST1339,Ali,female,22.0,33725.0,2022-04-16 00:00:00,Kolkata,none,50.635
160,CUST1188,Aman,female,40.0,30633.0,2021-05-12 00:00:00,Mumbai,none,17.88
161,CUST1773,sneha123,female,44.0,45904.0,2022-01-13 00:00:00,Kolkata,user773@gmail.com,50.635
162,CUST1375,Ali,female,44.0,33725.0,2022-01-13 00:00:00,Kolkata,user375@gmail.com,50.635
163,CUST1056,Rahul,male,10.0,5000.0,2022-04-15 00:00:00,Bangalore,user56@gmail.com,50.635
164,CUST1702,Sneha,male,10.0,33725.0,2022-04-15 00:00:00,Mumbai,user702@gmail.com,50.635
165,CUST1857,Priya,female,44.0,5000.0,2022-01-13 00:00:00,Delhi,user857@gmail.com,50.635
166,CUST1433,John,female,60.0,87775.0,2020-11-22 00:00:00,Chennai,user433@gmail.com,50.635
167,CUST1405,Priya,female,44.0,33725.0,2021-05-25 12:00:00,Hyd,none,50.635
168,CUST1183,Neha,female,44.0,33725.0,2022-01-13 00:00:00,Kolkata,user183@gmail.com,50.635
169,CUST1627,Sara,44,48.0,33725.0,2021-05-25 12:00:00,Mumbai,user627@gmail.com,50.635
170,CUST1429,Priya,male,44.0,76275.0,2021-05-25 12:00:00,Bangalore,none,50.635
171,CUST1072,Ali,male,44.0,5000.0,2021-05-12 00:00:00,Bangalore,none,50.635
172,CUST1409,Rahul,female,36.0,24525.0,2021-05-25 12:00:00,Delhi,user409@gmail.com,50.635
173,CUST1198,John,male,44.0,33725.0,2021-05-12 00:00:00,Bangalore,user198@gmail.com,50.635
174,CUST1535,Priya,female,29.0,23535.0,2022-01-13 00:00:00,Bangalore,invalid_email.com,50.635
175,CUST1911,Neha,44,44.0,33725.0,2021-03-23 00:00:00,Kolkata,none,50.635
176,CUST1060,Priya,female,44.0,5000.0,2021-05-12 00:00:00,,user60@gmail.com,50.635
177,CUST1237,Neha,female,10.0,5000.0,2021-05-12 00:00:00,Hyd,user237@gmail.com,39.34
178,CUST1878,Neha,44,35.0,5000.0,2021-05-12 00:00:00,Bangalore,none,50.635
179,CUST1695,john123,44,44.0,66408.0,2021-05-25 12:00:00,Bangalore,invalid_email.com,50.635
180,CUST1798,John,44,44.0,96141.0,2021-05-25 12:00:00,Chennai,invalid_email.com,50.635
181,CUST1506,Ali,44,53.0,33725.0,2022-01-13 00:00:00,Delhi,user506@gmail.com,50.635
182,CUST1618,Aman,male,44.0,33725.0,2021-11-08 00:00:00,Mumbai,none,50.635
183,CUST1498,Priya,44,44.0,89531.0,2021-05-12 00:00:00,Bangalore,user498@gmail.com,50.635
184,CUST1081,Sneha,female,44.0,36815.0,2022-01-13 00:00:00,Kolkata,none,95.96
185,CUST1421,Priya,male,44.0,33725.0,2022-01-13 00:00:00,Hyd,user421@gmail.com,50.635
186,CUST1447,Priya,female,44.0,33606.0,2021-05-25 12:00:00,Bangalore,user447@gmail.com,50.635
187,CUST1016,Sneha,female,44.0,5000.0,2021-05-25 12:00:00,Chennai,invalid_email.com,50.635
188,CUST1216,sara123,male,10.0,33725.0,2021-05-25 12:00:00,Kolkata,invalid_email.com,89.92
189,CUST1578,Rahul,female,64.0,33725.0,2021-05-25 12:00:00,Kolkata,user578@gmail.com,50.635
190,CUST1824,John,male,44.0,34359.0,2021-05-12 00:00:00,Delhi,none,50.635
191,CUST1448,John,44,10.0,5000.0,2022-01-13 00:00:00,Chennai,none,50.635
192,CUST1940,Sneha,44,44.0,33725.0,2021-05-25 12:00:00,Bangalore,user940@gmail.com,50.635
193,CUST1629,Ali,female,60.0,33725.0,2021-05-25 12:00:00,Mumbai,none,50.635
194,CUST1365,Priya,male,44.0,5000.0,2021-05-25 12:00:00,Chennai,invalid_email.com,75.54
195,CUST1668,Aman,female,57.0,5000.0,2021-05-25 12:00:00,,user668@gmail.com,50.635
196,CUST1784,Sneha,44,30.0,5000.0,2021-05-12 00:00:00,Mumbai,user784@gmail.com,50.635
197,CUST1191,priya123,female,10.0,43536.0,2022-01-13 00:00:00,Kolkata,user191@gmail.com,25.21
198,CUST1604,sneha123,female,44.0,33725.0,2021-05-12 00:00:00,Kolkata,user604@gmail.com,68.08
199,CUST1745,priya123,male,10.0,33725.0,2021-05-12 00:00:00,,invalid_email.com,50.635
200,CUST1289,Ali,female,44.0,24571.0,2022-01-13 00:00:00,Bangalore,user289@gmail.com,50.635
201,CUST1600,sara123,male,60.0,33725.0,2021-05-12 00:00:00,Mumbai,invalid_email.com,50.635
202,CUST1193,Sara,female,42.0,5000.0,2021-05-12 00:00:00,Delhi,user193@gmail.com,50.635
203,CUST1678,Sara,male,44.0,33725.0,2022-01-13 00:00:00,Kolkata,user678@gmail.com,41.5
204,CUST1211,Ali,male,44.0,33725.0,2021-05-25 12:00:00,Chennai,user211@gmail.com,50.635
205,CUST1116,priya123,44,48.0,5000.0,2021-09-09 00:00:00,Kolkata,user116@gmail.com,8.04
206,CUST1050,Priya,female,41.0,5000.0,2021-05-12 00:00:00,Bangalore,user50@gmail.com,50.635
207,CUST1559,Sneha,male,33.0,94216.0,2022-01-13 00:00:00,Delhi,none,50.635
208,CUST1623,Neha,female,20.0,33725.0,2022-01-13 00:00:00,Kolkata,user623@gmail.com,50.635
209,CUST1616,Priya,male,44.0,33725.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,26.93
210,CUST1530,Neha,female,44.0,99530.0,2020-11-18 00:00:00,Delhi,invalid_email.com,50.635
211,CUST1684,Neha,male,44.0,33725.0,2021-05-12 00:00:00,,user684@gmail.com,50.635
212,CUST1744,Sara,44,10.0,90808.0,2021-12-02 00:00:00,Delhi,user744@gmail.com,50.635
213,CUST1471,John,male,51.0,22067.0,2021-09-21 00:00:00,Mumbai,user471@gmail.com,50.635
214,CUST1550,Ali,44,45.0,33725.0,2021-05-16 00:00:00,Kolkata,user550@gmail.com,50.635
215,CUST1133,Neha,female,44.0,5000.0,2021-05-12 00:00:00,Kolkata,user133@gmail.com,50.635
216,CUST1573,Sneha,male,44.0,26385.0,2021-05-12 00:00:00,Kolkata,none,50.635
217,CUST1588,Ali,male,44.0,33725.0,2022-01-13 00:00:00,Kolkata,user588@gmail.com,50.635
218,CUST1274,priya123,male,44.0,33725.0,2022-01-13 00:00:00,Delhi,none,50.635
219,CUST1382,Priya,female,44.0,33725.0,2021-05-25 12:00:00,Delhi,user382@gmail.com,50.635
220,CUST1986,Priya,male,44.0,33725.0,2021-05-12 00:00:00,Mumbai,user986@gmail.com,50.635
221,CUST1674,Neha,44,44.0,43705.0,2021-05-12 00:00:00,Kolkata,none,50.635
222,CUST1637,Rahul,male,32.0,33725.0,2021-05-12 00:00:00,Delhi,user637@gmail.com,50.635
223,CUST1561,Priya,44,44.0,33725.0,2022-02-20 00:00:00,Kolkata,none,50.635
224,CUST1917,Aman,female,23.0,33725.0,2022-01-13 00:00:00,,user917@gmail.com,50.635
225,CUST1861,John,male,44.0,74192.0,2021-05-25 12:00:00,Kolkata,user861@gmail.com,53.83
226,CUST1337,Neha,male,44.0,81673.0,2021-05-25 12:00:00,Hyd,user337@gmail.com,21.44
227,CUST1223,sneha123,female,44.0,98232.0,2021-05-25 12:00:00,Hyd,user223@gmail.com,50.635
228,CUST1810,Sneha,male,40.0,33725.0,2021-05-25 12:00:00,Kolkata,user810@gmail.com,50.635
229,CUST1757,Aman,male,44.0,85167.0,2022-01-13 00:00:00,,user757@gmail.com,50.635
230,CUST1278,Priya,female,44.0,37812.0,2021-09-17 00:00:00,Chennai,user278@gmail.com,41.95
231,CUST1896,Rahul,male,10.0,33725.0,2021-05-25 12:00:00,Chennai,user896@gmail.com,86.79
232,CUST1984,Aman,male,44.0,33725.0,2021-01-10 00:00:00,Mumbai,user984@gmail.com,50.635
233,CUST1014,Rahul,female,44.0,33725.0,2021-05-25 12:00:00,Hyd,invalid_email.com,50.635
234,CUST1083,Priya,male,44.0,59049.0,2022-02-07 00:00:00,Hyd,user83@gmail.com,50.635
236,CUST1117,Ali,male,44.0,99752.0,2022-02-07 00:00:00,Hyd,invalid_email.com,39.92
237,CUST1143,Ali,male,31.0,33725.0,2022-05-27 00:00:00,Hyd,user143@gmail.com,50.635
238,CUST1190,Sneha,male,10.0,33725.0,2021-05-12 00:00:00,,user190@gmail.com,50.635
240,CUST1113,Rahul,44,30.0,5000.0,2021-05-25 12:00:00,Chennai,invalid_email.com,98.19
241,CUST1827,Aman,male,10.0,33725.0,2021-05-25 12:00:00,Chennai,user827@gmail.com,50.635
242,CUST1144,Neha,male,44.0,33725.0,2021-01-24 00:00:00,Kolkata,user144@gmail.com,55.28
243,CUST1251,Sneha,female,44.0,5000.0,2022-01-13 00:00:00,Bangalore,none,50.635
244,CUST1587,Priya,male,44.0,76440.0,2022-04-03 00:00:00,Kolkata,user587@gmail.com,50.635
245,CUST1465,Sneha,female,48.0,5000.0,2020-12-13 00:00:00,Kolkata,invalid_email.com,97.68
246,CUST1020,John,female,25.0,60834.0,2021-05-25 12:00:00,Kolkata,none,50.635
247,CUST1349,Rahul,female,44.0,33725.0,2021-05-25 12:00:00,Kolkata,none,50.635
248,CUST1037,Sara,44,44.0,48149.0,2021-05-25 12:00:00,Mumbai,user37@gmail.com,50.635
249,CUST1254,neha123,male,44.0,40037.0,2021-05-25 12:00:00,Delhi,user254@gmail.com,52.27
251,CUST1575,Sneha,male,44.0,33725.0,2021-05-25 12:00:00,Mumbai,user575@gmail.com,37.33
252,CUST1233,Aman,male,44.0,28477.0,2021-01-14 00:00:00,Kolkata,user233@gmail.com,0.53
253,CUST1453,aman123,44,44.0,33725.0,2021-01-14 00:00:00,Kolkata,user453@gmail.com,50.635
254,CUST1895,Neha,44,44.0,78863.0,2021-01-14 00:00:00,,user895@gmail.com,50.635
255,CUST1307,Priya,44,24.0,22694.0,2021-05-12 00:00:00,Delhi,invalid_email.com,50.635
256,CUST1583,Aman,male,46.0,35688.0,2022-01-13 00:00:00,Mumbai,user583@gmail.com,17.95
257,CUST1657,Ali,female,60.0,33725.0,2022-01-17 00:00:00,Chennai,user657@gmail.com,50.635
258,CUST1720,Aman,male,10.0,33725.0,2021-05-25 12:00:00,Chennai,invalid_email.com,50.635
259,CUST1394,John,female,44.0,63844.0,2022-01-13 00:00:00,Kolkata,none,50.635
260,CUST1823,rahul123,male,44.0,33725.0,2021-05-25 12:00:00,Delhi,user823@gmail.com,50.635
262,CUST1846,Sara,male,54.0,33725.0,2021-05-12 00:00:00,Kolkata,user846@gmail.com,89.71
263,CUST1311,Sara,male,44.0,5000.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,82.46
264,CUST1756,Neha,male,44.0,96927.0,2021-05-12 00:00:00,Bangalore,user756@gmail.com,50.635
266,CUST1370,Priya,male,18.0,74623.0,2022-01-13 00:00:00,Hyd,invalid_email.com,50.635
267,CUST1519,John,male,44.0,49692.0,2021-05-25 12:00:00,,user519@gmail.com,50.635
268,CUST1502,John,female,44.0,33725.0,2021-05-25 12:00:00,Mumbai,user502@gmail.com,50.635
269,CUST1011,Ali,female,44.0,33725.0,2022-01-13 00:00:00,Bangalore,invalid_email.com,50.635
270,CUST1921,Rahul,female,44.0,78169.0,2022-01-13 00:00:00,Kolkata,user921@gmail.com,50.635
271,CUST1783,Aman,female,24.0,92566.0,2021-05-25 12:00:00,Kolkata,invalid_email.com,50.635
273,CUST1430,Ali,female,18.0,81448.0,2021-05-12 00:00:00,,invalid_email.com,50.635
274,CUST1832,Ali,male,10.0,62091.0,2021-05-25 12:00:00,,invalid_email.com,50.635
275,CUST1126,John,female,44.0,5000.0,2022-01-13 00:00:00,Bangalore,user126@gmail.com,50.635
276,CUST1460,Priya,female,44.0,44615.0,2022-01-13 00:00:00,Kolkata,user460@gmail.com,91.51
277,CUST1043,Neha,44,44.0,5000.0,2021-11-20 00:00:00,Hyd,none,50.635
278,CUST1320,Neha,44,63.0,58909.0,2021-05-12 00:00:00,Hyd,none,50.635
279,CUST1820,Sneha,female,38.0,79941.0,2022-01-13 00:00:00,Mumbai,user820@gmail.com,50.635
280,CUST1557,John,female,47.0,66302.0,2020-09-22 00:00:00,Hyd,user557@gmail.com,50.635
281,CUST1170,John,male,48.0,33725.0,2020-09-22 00:00:00,Mumbai,user170@gmail.com,69.59
282,CUST1736,Priya,44,44.0,45967.0,2021-03-07 00:00:00,Kolkata,user736@gmail.com,87.78
